symbol,Ametal,Bmetal,Surface,Crystal System,DFT_ads_E,surface_energy,Cost,activity_score,stability_score,cost_score,asci_score,asci_rank,key,AandB,experimentally_observed,distance_from_optimal
TiCo,Co,Ti,100,Cubic,-0.35709993,2.2365605537920934,20.26579,0.4193338,0.2759516300556549,0.8087710612935014,0.5044263527581566,201,mp-823_H_1_100,Co-Ti,True,0.08709992999999999
TiCo,Co,Ti,100,Cubic,-0.35871451,2.2355215337759025,20.26579,0.40856993333333347,0.27633658154568075,0.8087710612935014,0.5010013107498652,203,mp-990532_H_0_100,Co-Ti,False,0.08871450999999997
Cu2Sn2,Cu,Sn,100,Hexagonal,-0.29390235,0.8171087527690792,20.505305,0.8406510000000003,0.8018511096699996,0.8076631128972036,0.8166311545761493,20,mp-10598_H_0_100,Cu-Sn,True,0.02390234999999996
Co6Sn2,Co,Sn,100,Hexagonal,-0.22585457,2.2004814296987063,32.935407500000004,0.7056971333333333,0.28931875711976435,0.7629784462284622,0.5877679155671994,146,mp-1183774_H_3_100,Co-Sn,False,0.04414543000000001
Mn6Pt2,Mn,Pt,100,Hexagonal,-0.37636634,2.275637112832274,7676.8427375,0.29089106666666664,0.2614739689969706,0.2489188481253007,0.2669128701316026,336,mp-1185931_H_3_100,Mn-Pt,False,0.10636634
Ta2Ru6,Ru,Ta,100,Hexagonal,-0.37557073,2.970220528602795,15278.89,0.29619513333333325,0.004134440709212477,0.1840166937506717,0.16167443530926845,357,mp-1187258_H_1_100,Ru-Ta,False,0.10557073
Sn2Pt2,Pt,Sn,100,Hexagonal,-0.14355949,0.7506706664961562,15368.911025,0.1570632666666666,0.8264660736809804,0.1834627316175931,0.38694201106470516,286,mp-19856_H_1_100,Pt-Sn,True,0.12644051
Ni6Sn2,Ni,Sn,100,Hexagonal,-0.22328486,1.9449572918011293,19.46924,0.6885657333333333,0.38398911581203604,0.8125522807012647,0.6302108756564019,124,mp-20112_H_3_100,Ni-Sn,True,0.046715140000000016
Sb2Pt2,Pt,Sb,100,Hexagonal,-0.30651917,0.8534559656840525,15368.220765,0.7565388666666667,0.7883846570975066,0.18346696691159967,0.5722035315921211,158,mp-2845_H_0_100,Pt-Sb,True,0.03651916999999999
Sn6Pt4,Pt,Sn,100,Hexagonal,-0.3247502,0.7163109606910282,12301.25723,0.6349986666666668,0.8391961652484402,0.20445781490354423,0.5559999515991905,172,mp-30846_H_2_100,Pt-Sn,True,0.05475019999999997
Ni2Sb2,Ni,Sb,100,Hexagonal,-0.14393206,0.6964223980014687,22.50325,0.15954706666666651,0.8465647738628209,0.7988956169806442,0.6036414171481499,135,mp-810_H_1_100,Ni-Sb,True,0.12606794000000002
Mn2Cu6,Cu,Mn,100,Hexagonal,-0.32560295,1.9199181288229463,7.7923325,0.6293136666666668,0.3932659949358744,0.8989008810187524,0.6430775878752144,116,mp-974747_H_1_100,Cu-Mn,False,0.055602949999999984
Co3Sn2,Co,Sn,100,Hexagonal,-0.28163444,1.7920129708617742,32.476736,0.9224370666666669,0.4406541880138586,0.7643009127559626,0.7096824243816007,80,mp-1226032_H_1_100,Co-Sn,False,0.011634439999999968
IrRu,Ir,Ru,100,Hexagonal,-0.33531817,2.5322759077042902,78447.82,0.5645455333333332,0.16639063571663354,0.029748180825719728,0.2513233172672338,344,mp-974421_H_1_100,Ir-Ru,False,0.06531817000000001
CoNi,Co,Ni,100,Orthorhombic,-0.39211611,2.143528074158025,24.722415,0.18589259999999996,0.3104196779256336,0.7900268004137951,0.4323921638561495,253,mp-1226063_H_0_100,Co-Ni,False,0.12211611
Nb2Pt6,Nb,Pt,100,Orthorhombic,-0.31436257,1.6280404833907771,23050.487500000003,0.7042495333333334,0.5014051383243362,0.14523980883549717,0.44724757665110004,244,mp-1078699_H_0_100,Nb-Pt,True,0.04436256999999999
Nb2Pt6,Nb,Pt,110,Orthorhombic,-0.35116474,1.9986158948892767,23050.487500000003,0.4589017333333336,0.36410888358396626,0.14523980883549717,0.320975038586778,312,mp-1078699_H_1_110,Nb-Pt,True,0.08116473999999996
Nb2Pt6,Nb,Pt,110,Orthorhombic,-0.2849613,1.9569727154071812,23050.487500000003,0.9002580000000003,0.37953746411296846,0.14523980883549717,0.4717140381613488,221,mp-1078699_H_2_110,Nb-Pt,True,0.014961299999999955
Nb2Pt6,Nb,Pt,110,Orthorhombic,-0.35113592,2.042497479717813,23050.487500000003,0.45909386666666685,0.3478509855635136,0.14523980883549717,0.31567333624002863,314,mp-1078699_H_3_110,Nb-Pt,True,0.08113591999999997
Cu6Sb2,Cu,Sb,100,Orthorhombic,-0.1048023,0.5415409461083017,15.0918025,0.0,0.9039475429669408,0.836568574024049,0.5827360043472671,152,mp-20900_H_0_100,Cu-Sb,True,0.1651977
Cu6Sb2,Cu,Sb,110,Orthorhombic,-0.1532802,0.648619652965816,15.0918025,0.22186799999999984,0.8642754412629177,0.836568574024049,0.6428606507849395,117,mp-20900_H_1_110,Cu-Sb,True,0.11671980000000001
Ta2Pt6,Pt,Ta,100,Orthorhombic,-0.26997311,1.698590190330399,23118.0475,0.9998207333333333,0.4752668403280591,0.14496382855438605,0.5360666010167507,182,mp-30850_H_0_100,Pt-Ta,True,2.6890000000001635e-05
Cu6Sn2,Cu,Sn,110,Orthorhombic,-0.2109471,0.8580973747980352,15.4369325,0.6063139999999998,0.7866650392591541,0.834436380594267,0.7433914523575716,58,mp-581786_H_3_110,Cu-Sn,True,0.05905290000000002
Fe2Sb4,Fe,Sb,100,Orthorhombic,-0.20824487,0.9396768463230044,19.54103666666666,0.5882991333333332,0.7564402710836695,0.812205176446521,0.7199137634494281,70,mp-1077083_H_0_100,Fe-Sb,False,0.06175513000000002
Fe2Sb4,Fe,Sb,100,Orthorhombic,-0.20475903,0.906202342421342,19.54103666666666,0.5650601999999999,0.768842399968599,0.812205176446521,0.7163376179814549,76,mp-20714_H_0_100,Fe-Sb,True,0.06524097000000001
Sb4Ru2,Ru,Sb,100,Orthorhombic,-0.26393799,1.024322652001725,6771.164353333331,0.9595866,0.725079442117238,0.2607566228148127,0.6445970456557248,115,mp-20928_H_0_100,Ru-Sb,True,0.0060620100000000066
Co2Sb4,Co,Sb,100,Orthorhombic,-0.15776412,0.9119198311515486,30.74097333333332,0.2517607999999999,0.7667241002519412,0.7694804976404697,0.5977233862809003,138,mp-9835_H_0_100,Co-Sb,True,0.11223588000000001
Fe2Sn4,Fe,Sn,100,Tetragonal,-0.31686914,0.8575194055404274,20.461383333333327,0.6875390666666668,0.7868791738508253,0.8078653134394425,0.7612322259401828,52,mp-22752_H_1_100,Fe-Sn,True,0.046869139999999976
Ti2Sb4,Sb,Ti,100,Tetragonal,-0.3019885,0.9867635199159842,21.78492666666666,0.7867433333333335,0.738994904413613,0.8019547929262757,0.7761582480514262,43,mp-568_H_1_100,Sb-Ti,True,0.031988499999999975
Ni3Pt,Ni,Pt,100,Tetragonal,-0.36931035,1.8526776829256129,7688.6037275,0.337931,0.4181782289976147,0.24877449274426647,0.33409937310226345,306,mp-1100766_H_0_100,Ni-Pt,False,0.09931034999999999
Fe3Pt,Fe,Pt,100,Tetragonal,-0.26954173,2.663765673345881,7676.8700375,0.9969448666666664,0.11767436421260129,0.24891851278679034,0.4524566405376671,240,mp-11798_H_1_100,Fe-Pt,False,0.00045827000000003837
TaRu,Ru,Ta,100,Tetragonal,-0.25264121,2.530569546455202,10302.81,0.8842747333333333,0.16702283364845688,0.22117548287473543,0.4221278612814008,259,mp-1601_H_0_100,Ru-Ta,True,0.017358790000000013
FePt,Fe,Pt,100,Tetragonal,-0.30567033,2.178740164130871,15353.640025,0.7621978000000001,0.29737378247535684,0.18355647582339396,0.4120678239968218,271,mp-2260_H_0_100,Fe-Pt,True,0.03567032999999997
NbRu,Nb,Ru,100,Tetragonal,-0.28273169,2.2543924489357083,10167.69,0.915122066666667,0.2693450060267122,0.22242037491216682,0.46649706145895187,224,mp-432_H_1_100,Nb-Ru,True,0.012731689999999962
Ni2Pt2,Ni,Pt,100,Tetragonal,-0.32059529,1.865157426334595,15361.462485,0.6626980666666669,0.41355454923633356,0.18350844438561287,0.4175562343390985,264,mp-568067_H_0_100,Ni-Pt,False,0.05059528999999996
Co2Pt2,Co,Pt,100,Tetragonal,-0.30944676,2.0118052569286284,15370.43993,0.7370216000000002,0.35922229382590526,0.18345335124684592,0.4241346243864764,257,mp-949_H_0_100,Co-Pt,True,0.03944675999999997
SbPt7,Pt,Sb,110,Cubic,-0.39921677,1.3483806403498566,26872.44019125,0.13855486666666672,0.605017649730678,0.13077308858511968,0.28984178053006443,328,mp-1030_H_0_110,Pt-Sb,True,0.12921676999999998
Sn2Ir,Ir,Sn,110,Cubic,-0.19676806,0.7842023761615246,45567.318033333315,0.5117870666666665,0.8140427503593378,0.08097510632398343,0.4650553757687358,226,mp-2083_H_0_110,Ir-Sn,True,0.07323194000000002
Sb14Mo6,Mo,Sb,110,Cubic,-0.29837413,0.9828701575026084,39.065394999999995,0.8108391333333334,0.740437374855842,0.7468827755630999,0.7658613913938819,49,mp-1521_H_3_110,Mo-Sb,True,0.028374129999999997
Sb14Mo6,Mo,Sb,110,Cubic,-0.12648836,0.9731286932231992,39.065394999999995,0.0432557333333331,0.7440465364994644,0.7468827755630999,0.5137498927362771,196,mp-1521_H_4_110,Mo-Sb,True,0.14351164000000002
Sn14Ir6,Ir,Sn,110,Cubic,-0.2352282,0.7591149670642374,41013.650435,0.7681879999999999,0.8233375044183533,0.09090338607182458,0.5561105677224769,171,mp-22040_H_2_110,Ir-Sn,True,0.03477180000000002
Sn14Ru6,Ru,Sn,110,Cubic,-0.11077339,1.0453663103869826,6097.940435,0.0,0.7172828765797445,0.27063173504072957,0.3287181391851638,310,mp-22344_H_1_110,Ru-Sn,True,0.15922661000000002
Sn14Ru6,Ru,Sn,110,Cubic,-0.13546557,0.9787313332464082,6097.940435,0.10310379999999986,0.741970787628986,0.27063173504072957,0.37088940383141344,295,mp-22344_H_3_110,Ru-Sn,True,0.13453443
FeCo3,Co,Fe,110,Cubic,-0.362877,2.759350600655831,25.2999075,0.38082000000000005,0.08226064780810707,0.7878494115992165,0.420685413720409,261,mp-1007852_H_0_110,Co-Fe,False,0.09287699999999999
Co3Ni,Co,Ni,110,Cubic,-0.38720533,2.46885292939354,29.2111375,0.21863113333333328,0.18988851797313339,0.7742940847604525,0.3980714737496878,276,mp-1008349_H_0_110,Co-Ni,False,0.11720533
Co3Ni,Co,Ni,110,Cubic,-0.39778855,2.4426493421186684,29.2111375,0.14807633333333325,0.1995968102180355,0.7742940847604525,0.37799212619050554,291,mp-1008349_H_1_110,Co-Ni,False,0.12778855
NbCo3,Co,Nb,110,Cubic,-0.34482751,2.659785529234151,45.377395,0.5011499333333334,0.11914898682087889,0.7327590446643586,0.453836718836772,239,mp-1018021_H_0_110,Co-Nb,False,0.07482750999999999
FeIr3,Fe,Ir,110,Cubic,-0.33520887,2.665792898942424,102480.5275125,0.5652742000000002,0.11692328771566451,0.004547967085957299,0.22667147975539484,352,mp-10596_H_0_110,Fe-Ir,True,0.06520886999999997
TaCo3,Co,Ta,110,Cubic,-0.35630667,2.80769510006762,112.937395,0.42462220000000017,0.06434926324080283,0.6467759431187567,0.38126440352984226,289,mp-11358_H_0_110,Co-Ta,True,0.08630666999999997
MnPt3,Mn,Pt,110,Cubic,-0.25675615,1.9167794334098205,23030.4009125,0.9117076666666667,0.3944288651955346,0.14532201786868063,0.48043454158987786,215,mp-1180_H_0_110,Mn-Pt,True,0.013243850000000001
MnPt3,Mn,Pt,110,Cubic,-0.38338236,1.9895243369505071,23030.4009125,0.24411760000000027,0.3674772583223242,0.14532201786868063,0.2512357893217185,345,mp-1180_H_1_110,Mn-Pt,True,0.11338235999999996
Cu3Sb,Cu,Sb,110,Cubic,-0.18109585,0.598596729703373,15.0918025,0.40730566666666657,0.8828086731018202,0.836568574024049,0.7101710472917774,79,mp-1183969_H_1_110,Cu-Sb,False,0.08890415000000002
Mo3Pt,Mo,Pt,110,Cubic,-0.32223138,2.631289950595649,7723.25081,0.6517908,0.12970644989676308,0.24835051145008105,0.34233326635895944,302,mp-1186016_H_0_110,Mo-Pt,False,0.052231379999999994
Cu3Pt,Cu,Pt,110,Cubic,-0.33837422,1.412648496544035,7684.57142,0.5441718666666667,0.5812067446304914,0.24882396073538138,0.45597508837809186,238,mp-12086_H_0_110,Cu-Pt,True,0.06837421999999999
TiPt3,Pt,Ti,110,Cubic,-0.17746719,1.9892042648443984,23032.092930000003,0.38311459999999986,0.36759584336615614,0.14531509012837532,0.2971415769544791,325,mp-12107_H_0_110,Pt-Ti,True,0.09253281000000002
Ni3Pt,Ni,Pt,110,Cubic,-0.38265782,1.9777192353496904,7688.6037275,0.2489478666666669,0.3718509868167962,0.24877449274426647,0.28944694918259345,329,mp-12798_H_0_110,Ni-Pt,True,0.11265781999999996
MoPt3,Mo,Pt,110,Cubic,-0.38821362,1.8475690049706333,23045.870270000003,0.21190920000000024,0.4200709675013841,0.14525869958087229,0.25794141313295343,340,mp-13100_H_0_110,Mo-Pt,False,0.11821361999999996
NbIr3,Ir,Nb,110,Cubic,-0.29656967,2.870033606628823,102500.605,0.8228688666666667,0.041253172104179135,0.004529494415912117,0.28670030089578924,330,mp-1339_H_0_110,Ir-Nb,True,0.02656966999999999
Fe3Pt,Fe,Pt,110,Cubic,-0.29594434,2.741016852683747,7676.8700375,0.8270377333333336,0.08905320568922048,0.24891851278679034,0.38694230422495157,285,mp-1649_H_0_110,Fe-Pt,True,0.025944339999999955
SnPt3,Pt,Sn,110,Cubic,-0.1106465,1.3798659673609843,23038.0455125,0.0,0.5933525004958071,0.1452907221161408,0.2452051706831042,348,mp-20971_H_0_110,Pt-Sn,True,0.15935350000000004
TaIr3,Ir,Ta,110,Cubic,-0.27636881,2.981379770127845,102568.165,0.9575412666666666,0.0,0.004467361129434395,0.3175075207840077,313,mp-265_H_0_110,Ir-Ta,True,0.0063688100000000025
FePt3,Fe,Pt,110,Cubic,-0.29361635,1.8796612572856632,23030.4100125,0.8425576666666665,0.40818095561090434,0.1453219806085813,0.46215321875851606,231,mp-649_H_0_110,Fe-Pt,True,0.023616350000000008
CoPt3,Co,Pt,110,Cubic,-0.33814362,1.8217212975837789,23038.809965,0.5457092000000002,0.4296474081062526,0.1452875931427628,0.3712654623436028,294,mp-922_H_0_110,Co-Pt,True,0.06814361999999996
Ni3Sb,Ni,Sb,110,Cubic,-0.38971604,1.3633372294469126,19.12411,0.20189306666666684,0.599476311576555,0.8142388958887126,0.5412931194224255,181,mp-976847_H_0_110,Ni-Sb,False,0.11971603999999997
MnCo3,Co,Mn,110,Cubic,-0.35129912,2.760451717663064,25.2908075,0.45800586666666665,0.08185268970718317,0.7878833354211845,0.4460336576465732,246,mp-999543_H_0_110,Co-Mn,False,0.08129912
Sn2Mo6,Mo,Sn,110,Cubic,-0.10641572,2.289443157487141,54.1163225,0.0,0.25635890155030266,0.7161510476654304,0.32808979371784625,311,mp-30788_H_0_110,Mo-Sn,True,0.16358428000000003
Mn6Pt2,Mn,Pt,110,Hexagonal,-0.3596025,2.6206120043004866,7676.8427375,0.4026500000000002,0.13366257323672343,0.2489188481253007,0.2616155575307211,339,mp-1185931_H_1_110,Mn-Pt,False,0.08960249999999997
Ti4Pt12,Pt,Ti,110,Hexagonal,-0.38157045,2.02115133092808,23032.092930000003,0.256197,0.355759622216199,0.14531509012837532,0.25135281597499326,343,mp-1189793_H_0_110,Pt-Ti,True,0.11157044999999999
Nb2Sb2,Nb,Sb,110,Hexagonal,-0.10558666,1.2693267902561558,54.835764999999995,0.0,0.6343066883551839,0.714905670088498,0.45238913498730005,242,mp-1207123_H_0_110,Nb-Sb,False,0.16441334000000002
Cu6Sn2,Cu,Sn,110,Hexagonal,-0.20526428,0.8183737217358753,15.4369325,0.5684285333333332,0.8013824452737257,0.834436380594267,0.7357459923423803,60,mp-13138_H_1_110,Cu-Sn,True,0.06473572000000002
Cu6Sn2,Cu,Sn,110,Hexagonal,-0.24812978,0.8360542288747876,15.4369325,0.8541985333333332,0.7948319097099464,0.834436380594267,0.8278884156063331,13,mp-13138_H_2_110,Cu-Sn,True,0.021870220000000024
Sn2Pt2,Pt,Sn,110,Hexagonal,-0.24397403,0.8700026901406995,15368.911025,0.8264935333333332,0.7822541820966639,0.1834627316175931,0.5932640748418808,140,mp-19856_H_0_110,Pt-Sn,True,0.02602597000000001
Sn6Pt4,Pt,Sn,110,Hexagonal,-0.13023442,0.6934930464557473,12301.25723,0.0682294666666664,0.8476500833128439,0.20445781490354423,0.37175590856044344,293,mp-30846_H_0_110,Pt-Sn,True,0.13976558000000003
Ni2Sb2,Ni,Sb,110,Hexagonal,-0.13558148,0.7874967661318009,22.50325,0.10387653333333324,0.8128221960793218,0.7988956169806442,0.5741350904795952,157,mp-810_H_0_110,Ni-Sb,True,0.13441852
Ti2Pt6,Pt,Ti,110,Hexagonal,-0.36266554,2.0169047254976635,23032.092930000003,0.3822297333333333,0.3573329673515351,0.14531509012837532,0.2934628218696542,326,mp-972220_H_0_110,Pt-Ti,False,0.09266553999999999
Ni6Sb2,Ni,Sb,110,Hexagonal,-0.34125687,1.3559026261090326,19.12411,0.5249542000000001,0.6022307932882357,0.8142388958887126,0.6488122723872802,113,mp-976893_H_0_110,Ni-Sb,False,0.07125686999999997
CuNi,Cu,Ni,110,Orthorhombic,-0.39195918,1.7201500738571105,13.056765,0.18693879999999996,0.46727901607148925,0.8502272525561897,0.504969145172696,200,mp-1225695_H_1_110,Cu-Ni,False,0.12195918
Cu3Ni,Cu,Ni,110,Orthorhombic,-0.36906741,1.4674136323920812,11.7126625,0.33955060000000015,0.5609165477934172,0.8604714382366777,0.5897144477722982,143,mp-1225698_H_1_110,Cu-Ni,False,0.09906740999999997
NbPt2,Nb,Pt,110,Orthorhombic,-0.33916334,1.6670693329959625,20498.25666666666,0.5389110666666669,0.48694515336216926,0.15630544728593299,0.39167640468673315,280,mp-11514_H_0_110,Nb-Pt,True,0.06916333999999996
MoPt2,Mo,Pt,110,Orthorhombic,-0.37196734,1.8061976613517865,20492.100359999993,0.3202177333333336,0.43539883426263454,0.15633377247016836,0.3025069499465267,323,mp-952_H_0_110,Mo-Pt,True,0.10196733999999996
Cu6Sb2,Cu,Sb,110,Orthorhombic,-0.31887671,0.609531294945055,15.0918025,0.6741552666666667,0.8787574737822904,0.836568574024049,0.7968945195163325,28,mp-20900_H_0_110,Cu-Sb,True,0.04887670999999999
Ta2Pt6,Pt,Ta,110,Orthorhombic,-0.24481237,2.0630555243327184,23118.0475,0.8320824666666665,0.34023433739196224,0.14496382855438605,0.4361522470478388,250,mp-30850_H_2_110,Pt-Ta,True,0.025187630000000016
Ta2Pt6,Pt,Ta,110,Orthorhombic,-0.33424847,2.179145393589512,23118.0475,0.5716768666666666,0.29722364707712057,0.14496382855438605,0.3360248712439411,305,mp-30850_H_3_110,Pt-Ta,True,0.06424847
Cu6Sn2,Cu,Sn,110,Orthorhombic,-0.20045541,0.8879810439484255,15.4369325,0.5363693999999999,0.7755932958975048,0.834436380594267,0.7166560590482274,75,mp-581786_H_0_110,Cu-Sn,True,0.06954459000000002
Fe2Sb4,Fe,Sb,110,Orthorhombic,-0.1195679,0.6983816804707472,19.54103666666666,0.0,0.845838869939723,0.812205176446521,0.5552765870719258,173,mp-20714_H_1_110,Fe-Sb,True,0.1504321
Sb4Ru2,Ru,Sb,110,Orthorhombic,-0.17453303,0.922146292386843,6771.164353333331,0.3635535333333332,0.7629352497689156,0.2607566228148127,0.4603985501807784,234,mp-20928_H_1_110,Ru-Sb,True,0.09546697000000001
Sb4Ru2,Ru,Sb,110,Orthorhombic,-0.25121898,1.409456594972618,6771.164353333331,0.8747931999999997,0.582389327493945,0.2607566228148127,0.5695274858300381,163,mp-20928_H_2_110,Ru-Sb,True,0.018781020000000037
Co2Sb4,Co,Sb,110,Orthorhombic,-0.31552281,1.2639229535401113,30.74097333333332,0.6965146000000002,0.636308781638549,0.7694804976404697,0.7014550851384809,86,mp-9835_H_0_110,Co-Sb,True,0.04552280999999997
Sb2Pt6,Pt,Sb,110,Tetragonal,-0.22174146,1.1524973366262523,23037.700382500003,0.6782763999999999,0.6775913908180035,0.14529213479853492,0.496835696801443,206,mp-1078755_H_0_110,Pt-Sb,True,0.048258540000000016
Ni3Pt,Ni,Pt,110,Tetragonal,-0.38095698,1.9102285745548917,7688.6037275,0.26028680000000004,0.39685592419137455,0.24877449274426647,0.30144042651620423,324,mp-1100766_H_0_110,Ni-Pt,False,0.11095697999999998
Ni3Pt,Ni,Pt,110,Tetragonal,-0.39483707,1.9565677558079992,7688.6037275,0.16775286666666667,0.37968749952968434,0.24877449274426647,0.26523864837784644,338,mp-1100766_H_1_110,Ni-Pt,False,0.12483707
Co3Cu,Co,Cu,110,Tetragonal,-0.36847611,2.298903014839156,27.867035,0.3434925999999999,0.25285407380267144,0.7787360670290046,0.4615646651447431,232,mp-1183752_H_1_110,Co-Cu,False,0.09847611
CuNi3,Cu,Ni,110,Tetragonal,-0.34027028,1.8874326426512271,14.4008675,0.5315314666666668,0.40530169791671067,0.8409877039347237,0.5950907636503207,139,mp-1184054_H_1_110,Cu-Ni,False,0.07027027999999996
FeIr3,Fe,Ir,110,Tetragonal,-0.33650948,2.6981078987699503,102480.5275125,0.5566034666666666,0.10495074903503758,0.004547967085957299,0.21985919999078787,354,mp-1184336_H_1_110,Fe-Ir,False,0.06650948000000001
Ir3Ru,Ir,Ru,110,Tetragonal,-0.36166308,2.73274798265452,107544.245,0.38891279999999995,0.09211677885333573,0.0,0.15873976102160076,358,mp-974358_H_0_110,Ir-Ru,False,0.09166308000000001
Ir3Ru,Ir,Ru,110,Tetragonal,-0.35795733,2.733477660510741,107544.245,0.4136177999999999,0.09184643701813129,0.0,0.16680319821598333,356,mp-974358_H_1_110,Ir-Ru,False,0.08795733
Fe3Pt,Fe,Pt,110,Tetragonal,-0.29037132,2.710263645076628,7676.8700375,0.8641912000000002,0.10044710850818171,0.24891851278679034,0.4029629361552088,274,mp-11798_H_0_110,Fe-Pt,False,0.02037131999999997
Fe3Pt,Fe,Pt,110,Tetragonal,-0.34356771,2.486728237788535,7676.8700375,0.5095485999999999,0.18326580956126717,0.24891851278679034,0.3132610495027269,315,mp-11798_H_1_110,Fe-Pt,False,0.07356771000000001
MoPt3,Mo,Pt,110,Trigonal,-0.38459495,1.9276094294271944,23045.870270000003,0.2360336666666668,0.3904164082275294,0.14525869958087229,0.25611648257258135,342,mp-1221425_H_0_110,Mo-Pt,False,0.11459494999999997
FeNi3,Fe,Ni,111,Cubic,-0.37972524,2.223405473822476,11.83374,0.2684983999999999,0.2808255184859072,0.8595016500153443,0.4735074541055665,219,mp-1007854_H_0_111,Fe-Ni,False,0.10972524
FeNi3,Fe,Ni,111,Cubic,-0.29806201,2.041815171273916,11.83374,0.8129199333333335,0.34810377727882463,0.8595016500153443,0.6753683855072292,103,mp-1007854_H_1_111,Fe-Ni,False,0.02806200999999997
FeNi3,Fe,Ni,111,Cubic,-0.28407781,2.287886609171274,11.83374,0.9061479333333335,0.25693559457272086,0.8595016500153443,0.6760481252142151,101,mp-1007854_H_2_111,Fe-Ni,False,0.014077809999999968
FeNi3,Fe,Ni,111,Cubic,-0.35319052,2.0633996226095124,11.83374,0.4453965333333334,0.34010685077736097,0.8595016500153443,0.5514466777617462,175,mp-1007854_H_3_111,Fe-Ni,False,0.08319051999999999
SbPt7,Pt,Sb,111,Cubic,-0.37849367,1.0038004518986072,26872.44019125,0.2767088666666667,0.7326828100843593,0.13077308858511968,0.3775621034467793,292,mp-1030_H_0_111,Pt-Sb,True,0.10849366999999999
SbPt7,Pt,Sb,111,Cubic,-0.39838467,1.0129116781829457,26872.44019125,0.14410220000000007,0.7293071483266801,0.13077308858511968,0.33268793506674516,307,mp-1030_H_1_111,Pt-Sb,True,0.12838466999999998
CoMo3,Co,Mo,111,Cubic,-0.31646198,2.551191822734044,54.880775,0.6902534666666669,0.1593823879808476,0.7148283003498742,0.523421454152637,188,mp-1183707_H_2_111,Co-Mo,False,0.04646197999999996
Fe3Cu,Cu,Fe,111,Cubic,-0.28368135,2.1212152458255864,2.6671775,0.9087910000000001,0.31868646430069514,1.0,0.7450675632192295,57,mp-1184260_H_0_111,Cu-Fe,False,0.013681349999999981
Nb3Cu,Cu,Nb,111,Cubic,-0.28948856,1.9868429664227216,62.89964,0.8700762666666667,0.36847069210020894,0.7019681395053402,0.6473896638248847,114,mp-1186214_H_0_111,Cu-Nb,False,0.019488559999999988
Ta3Ir,Ir,Ta,111,Cubic,-0.11180275,2.8686256180069134,34423.155000000006,0.0,0.041774824535795,0.10742215075913097,0.05030922335491689,361,mp-1187196_H_1_111,Ir-Ta,False,0.15819725
Ta3Pt,Pt,Ta,111,Cubic,-0.34697202,2.498027100812773,7939.7825,0.4868532000000001,0.17907963981573727,0.24574311266703028,0.30331049544598365,321,mp-1187204_H_0_111,Pt-Ta,False,0.07697201999999997
Ta3Pt,Pt,Ta,111,Cubic,-0.28687396,2.674761059596121,7939.7825,0.8875069333333335,0.11360063102702042,0.24574311266703028,0.41391815454570713,267,mp-1187204_H_1_111,Pt-Ta,False,0.016873959999999966
CuPt7,Cu,Pt,111,Cubic,-0.31508381,1.2849705460356056,26870.07857,0.6994412666666666,0.6285107585337576,0.13078137614018878,0.48268983620380423,212,mp-12608_H_0_111,Cu-Pt,True,0.04508381
Cu3Sb,Cu,Sb,111,Cubic,-0.25022178,0.3525314378507502,15.0918025,0.8681451999999998,0.9739745787304454,0.836568574024049,0.8923328421492237,2,mp-2002_H_2_111,Cu-Sb,True,0.019778220000000013
Sn2Ir,Ir,Sn,111,Cubic,-0.21408715,1.1597298908364242,45567.318033333315,0.6272476666666665,0.6749117672529972,0.08097510632398343,0.4572441493436434,237,mp-2083_H_0_111,Ir-Sn,True,0.055912850000000014
Sn2Ir,Ir,Sn,111,Cubic,-0.23445964,0.5908732212532807,45567.318033333315,0.7630642666666665,0.8856701926488545,0.08097510632398343,0.5716139077242762,161,mp-2083_H_1_111,Ir-Sn,True,0.03554036000000002
Ti3Sn,Sn,Ti,111,Cubic,-0.34814295,1.7119074078746366,12.7843025,0.479047,0.4703328807731253,0.8522158486266217,0.6030487491881827,136,mp-998982_H_1_111,Sn-Ti,False,0.07814294999999999
NbNi3,Nb,Ni,111,Cubic,-0.28103197,2.1301488868628176,31.9112275,0.9264535333333334,0.3153765969496832,0.7659573683994373,0.6702294482492042,105,mp-999378_H_2_111,Nb-Ni,False,0.011031970000000002
Sb14Mo6,Mo,Sb,111,Cubic,-0.11712251,0.7810018342942635,39.065394999999995,0.0,0.8152285344072806,0.7468827755630999,0.5229655600458566,189,mp-1521_H_0_111,Mo-Sb,True,0.15287749
Sb14Mo6,Mo,Sb,111,Cubic,-0.24921452,0.9208718427110844,39.065394999999995,0.8614301333333332,0.7634074267183498,0.7468827755630999,0.7901365385085093,33,mp-1521_H_3_111,Mo-Sb,True,0.020785480000000023
Sb14Mo6,Mo,Sb,111,Cubic,-0.26555459,1.1793411579387292,39.065394999999995,0.970363933333333,0.6676458952056004,0.7468827755630999,0.794483387109302,30,mp-1521_H_4_111,Mo-Sb,True,0.0044454100000000385
Sn14Ir6,Ir,Sn,111,Cubic,-0.26290944,0.7320200322155602,41013.650435,0.9527295999999998,0.8333760362845529,0.09090338607182458,0.6203220112383228,127,mp-22040_H_0_111,Ir-Sn,True,0.0070905600000000235
Sn14Ir6,Ir,Sn,111,Cubic,-0.23295784,0.6493845105063588,41013.650435,0.7530522666666666,0.8639920655383876,0.09090338607182458,0.5645317808920882,167,mp-22040_H_2_111,Ir-Sn,True,0.03704216000000002
