Unnamed: 0,Slab_Facet_info,bulk_id,in_domain,Ametal,Bmetal,AandB,symbol,Crystal System,Point Group,Bulk_concentration,experimentally_observed,Surface,Surface concentration,Ads. site,nearest_symbols,Eads (eV),Surf. E. (J/m²),Cost ($/kg),distance_from_optimal,activity_score,stability_score,cost_score,asci_score,ASCI Rank
265,CoMo3_100_B_0.125,mp-1183707,False,Co,Mo,Co-Mo,CoMo3,Cubic,Fm3m,"{'Co': 25.0, 'Mo': 75.0}",False,100,"{'Co': 25.0, 'Mo': 75.0}",top,['Co'],-0.37133341,2.442219247806758,54.880775,0.1013334099999999,0.3244439333333335,0.1997561579145587,0.7148283003498742,0.4160276522307617,266
266,Ta3Pt_111_T_0.125,mp-1187204,True,Pt,Ta,Pt-Ta,Ta3Pt,Cubic,Fm3m,"{'Pt': 25.0, 'Ta': 75.0}",False,111,"{'Pt': 33.33333333333333, 'Ta': 66.66666666666666}",bridge,"['Ta', 'Ta']",-0.28687396,2.674761059596121,7939.7825,0.0168739599999999,0.8875069333333335,0.1136006310270204,0.2457431126670302,0.4139181545457071,267
267,Ni3Pt_100_T_0.250,mp-12798,True,Ni,Pt,Ni-Pt,Ni3Pt,Cubic,Pm3m,"{'Ni': 75.0, 'Pt': 25.0}",True,100,"{'Ni': 75.0, 'Pt': 25.0}",bridge,"['Ni', 'Pt']",-0.33111648,1.89303346322706,7688.6037275,0.0611164799999999,0.5925568000000001,0.4032266231419835,0.2487744927442664,0.4131918571699052,268
268,FePt3_111_T_0.167,mp-649,False,Fe,Pt,Fe-Pt,FePt3,Cubic,Pm3m,"{'Fe': 25.0, 'Pt': 75.0}",True,111,"{'Fe': 25.0, 'Pt': 75.0}",bridge,"['Pt', 'Pt']",-0.33782389,1.4896830027293586,23030.4100125,0.06782389,0.5478407333333333,0.5526658623786164,0.1453219806085813,0.412576649991861,269
269,Sb2Pt2_211_B_0.153,mp-2845,False,Pt,Sb,Pt-Sb,Sb2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sb': 50.0}",True,211,"{'Pt': 44.44444444444444, 'Sb': 55.55555555555556}",bridge,"['Pt', 'Pt']",-0.37844286,0.8663262721000815,15368.220765,0.1084428599999999,0.2770476000000001,0.7836162757817136,0.1834669669115996,0.4123978477579094,270
270,FePt_100_T_0.250,mp-2260,True,Fe,Pt,Fe-Pt,FePt,Tetragonal,P4mmm,"{'Fe': 50.0, 'Pt': 50.0}",True,100,"{'Fe': 50.0, 'Pt': 50.0}",bridge,"['Fe', 'Fe']",-0.30567033,2.178740164130871,15353.640025,0.0356703299999999,0.7621978000000001,0.2973737824753568,0.1835564758233939,0.4120678239968218,271
271,SbPt3_211_B_0.125,mp-973354,False,Pt,Sb,Pt-Sb,SbPt3,Tetragonal,I4mmm,"{'Pt': 75.0, 'Sb': 25.0}",False,211,"{'Pt': 83.33333333333334, 'Sb': 16.666666666666664}",bridge,"['Pt', 'Pt']",-0.37164718,0.8883294897004763,23037.700382500003,0.10164718,0.3223521333333332,0.7754641985660243,0.1452921347985349,0.4116787153582898,272
272,Sn6Pt4_221_T_0.049,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,221,"{'Pt': 28.57142857142857, 'Sn': 71.42857142857143}",bridge,"['Pt', 'Pt']",-0.14831022,0.7379931731536422,12301.25723,0.12168978,0.1887347999999997,0.8311630187599447,0.2044578149035442,0.4060819372579867,273
273,Fe3Pt_110_T_0.125,mp-11798,True,Fe,Pt,Fe-Pt,Fe3Pt,Tetragonal,P4mmm,"{'Fe': 75.0, 'Pt': 25.0}",False,110,"{'Fe': 75.0, 'Pt': 25.0}",bridge,"['Fe', 'Pt']",-0.29037132,2.710263645076628,7676.8700375,0.0203713199999999,0.8641912000000002,0.1004471085081817,0.2489185127867903,0.4029629361552088,274
274,Ti2Ir2_111_B_0.083,mp-1235,True,Ir,Ti,Ir-Ti,Ti2Ir2,Tetragonal,P4mmm,"{'Ir': 50.0, 'Ti': 50.0}",True,111,"{'Ir': 33.33333333333333, 'Ti': 66.66666666666666}",top,['Ir'],-0.28228125,2.303905547058123,68323.75086,0.0122812499999999,0.9181250000000002,0.2510006617397801,0.0427779755597244,0.4003559800644338,275
275,Co3Ni_110_T_0.125,mp-1008349,True,Co,Ni,Co-Ni,Co3Ni,Cubic,Pm3m,"{'Co': 75.0, 'Ni': 25.0}",False,110,"{'Co': 75.0, 'Ni': 25.0}",3-fold,"['Ni', 'Co', 'Co']",-0.38720533,2.46885292939354,29.2111375,0.11720533,0.2186311333333332,0.1898885179731333,0.7742940847604525,0.3980714737496878,276
276,Sn14Ru6_100_T_0.078,mp-22344,True,Ru,Sn,Ru-Sn,Sn14Ru6,Cubic,Im3m,"{'Ru': 30.0, 'Sn': 70.0}",True,100,"{'Ru': 38.46153846153847, 'Sn': 61.53846153846154}",top,['Ru'],-0.38301888,1.1481284620624874,6097.940435,0.1130188799999999,0.2465408,0.6792100360287309,0.2706317350407295,0.3975125658033293,277
277,Sn6Pt4_210_T_0.056,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,210,"{'Pt': 30.0, 'Sn': 70.0}",bridge,"['Pt', 'Pt']",-0.14253215,0.7229070660120318,12301.25723,0.12746785,0.1502143333333331,0.8367523426732056,0.2044578149035442,0.3952146601493628,278
278,Sn6Pt4_111_T_0.098,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,111,"{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",bridge,"['Pt', 'Pt']",-0.14286467,0.7331177379393158,12301.25723,0.12713533,0.1524311333333331,0.832969342046343,0.2044578149035442,0.3946978139424981,279
279,NbPt2_110_T_0.250,mp-11514,True,Nb,Pt,Nb-Pt,NbPt2,Orthorhombic,Immm,"{'Nb': 33.33333333333333, 'Pt': 66.66666666666666}",True,110,"{'Nb': 33.33333333333333, 'Pt': 66.66666666666666}",bridge,"['Pt', 'Pt']",-0.33916334,1.6670693329959625,20498.25666666666,0.0691633399999999,0.5389110666666669,0.4869451533621692,0.1563054472859329,0.3916764046867331,280
280,MnPt3_100_B_0.250,mp-1180,True,Mn,Pt,Mn-Pt,MnPt3,Cubic,Pm3m,"{'Mn': 25.0, 'Pt': 75.0}",True,100,"{'Mn': 25.0, 'Pt': 75.0}",bridge,"['Pt', 'Pt']",-0.32307272,1.9335226064480648,23030.4009125,0.0530727199999999,0.6461818666666669,0.3882256070211045,0.1453220178686806,0.3907639523923159,281
281,Mo3Pt_100_T_0.250,mp-1186016,True,Mo,Pt,Mo-Pt,Mo3Pt,Cubic,Pm3m,"{'Mo': 75.0, 'Pt': 25.0}",False,100,"{'Mo': 75.0, 'Pt': 25.0}",top,['Pt'],-0.23771054,2.595345066465862,7723.25081,0.03228946,0.7847369333333332,0.1430238417553869,0.248350511450081,0.3906002296723052,282
282,FePt3_221_T_0.050,mp-649,False,Fe,Pt,Fe-Pt,FePt3,Cubic,Pm3m,"{'Fe': 25.0, 'Pt': 75.0}",True,221,"{'Fe': 25.0, 'Pt': 75.0}",3-fold,"['Pt', 'Fe', 'Pt']",-0.33660882,1.7041321936211251,23030.4100125,0.0666088199999999,0.5559412000000002,0.4732135570503083,0.1453219806085813,0.3890305432335195,283
283,Sn2Pt2_221_B_0.031,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,221,"{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",bridge,"['Pt', 'Pt']",-0.1546355,0.9488248106611732,15368.911025,0.1153645,0.2309033333333332,0.7530509980688997,0.1834627316175931,0.3870822581127185,284
284,Fe3Pt_110_T_0.125,mp-1649,True,Fe,Pt,Fe-Pt,Fe3Pt,Cubic,Pm3m,"{'Fe': 75.0, 'Pt': 25.0}",True,110,"{'Fe': 75.0, 'Pt': 25.0}",bridge,"['Fe', 'Pt']",-0.29594434,2.741016852683747,7676.8700375,0.0259443399999999,0.8270377333333336,0.0890532056892204,0.2489185127867903,0.3869423042249515,285
285,Sn2Pt2_100_T_0.500,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,100,"{'Pt': 50.0, 'Sn': 50.0}",bridge,"['Pt', 'Pt']",-0.14355949,0.7506706664961562,15368.911025,0.12644051,0.1570632666666666,0.8264660736809804,0.1834627316175931,0.3869420110647051,286
286,TiPt_100_T_0.250,mp-11552,False,Pt,Ti,Pt-Ti,TiPt,Cubic,Pm3m,"{'Pt': 50.0, 'Ti': 50.0}",True,100,"{'Pt': 50.0, 'Ti': 50.0}",top,['Pt'],-0.20238985,1.809788504331208,15357.00586,0.06761015,0.5492656666666667,0.4340684456908679,0.1835358059379688,0.3869024310968958,287
287,Sn6Pt4_111_B_0.098,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,111,"{'Pt': 26.666666666666668, 'Sn': 73.33333333333333}",bridge,"['Pt', 'Pt']",-0.13754732,0.7443710956662091,12301.25723,0.13245268,0.1169821333333331,0.8288000317758415,0.2044578149035442,0.3816237715532327,288
288,TaCo3_110_T_0.125,mp-11358,True,Co,Ta,Co-Ta,TaCo3,Cubic,Pm3m,"{'Co': 75.0, 'Ta': 25.0}",True,110,"{'Co': 75.0, 'Ta': 25.0}",4-fold,"['Co', 'Co', 'Co', 'Co']",-0.35630667,2.80769510006762,112.937395,0.0863066699999999,0.4246222000000001,0.0643492632408028,0.6467759431187567,0.3812644035298422,289
289,Sn6Pt4_211_T_0.000,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,211,"{'Pt': 40.0, 'Sn': 60.0}",top,['Pt'],-0.13651096,0.7347713593094635,12301.25723,0.13348904,0.1100730666666663,0.8323566839642489,0.2044578149035442,0.3805174747754071,290
290,Co3Ni_110_B_0.125,mp-1008349,True,Co,Ni,Co-Ni,Co3Ni,Cubic,Pm3m,"{'Co': 75.0, 'Ni': 25.0}",False,110,"{'Co': 75.0, 'Ni': 25.0}",3-fold,"['Co', 'Co', 'Co']",-0.39778855,2.4426493421186684,29.2111375,0.12778855,0.1480763333333332,0.1995968102180355,0.7742940847604525,0.3779921261905055,291
291,SbPt7_111_T_0.083,mp-1030,True,Pt,Sb,Pt-Sb,SbPt7,Cubic,Fm3m,"{'Pt': 87.5, 'Sb': 12.5}",True,111,"{'Pt': 75.0, 'Sb': 25.0}",3-fold,"['Pt', 'Pt', 'Pt']",-0.37849367,1.0038004518986072,26872.44019125,0.1084936699999999,0.2767088666666667,0.7326828100843593,0.1307730885851196,0.3775621034467793,292
292,Sn6Pt4_110_T_0.250,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,110,"{'Pt': 28.57142857142857, 'Sn': 71.42857142857143}",bridge,"['Pt', 'Pt']",-0.13023442,0.6934930464557473,12301.25723,0.13976558,0.0682294666666664,0.8476500833128439,0.2044578149035442,0.3717559085604434,293
293,CoPt3_110_T_0.125,mp-922,True,Co,Pt,Co-Pt,CoPt3,Cubic,Pm3m,"{'Co': 25.0, 'Pt': 75.0}",True,110,"{'Co': 25.0, 'Pt': 75.0}",bridge,"['Pt', 'Co']",-0.33814362,1.8217212975837789,23038.809965,0.0681436199999999,0.5457092000000002,0.4296474081062526,0.1452875931427628,0.3712654623436028,294
294,Sn14Ru6_110_T_0.211,mp-22344,True,Ru,Sn,Ru-Sn,Sn14Ru6,Cubic,Im3m,"{'Ru': 30.0, 'Sn': 70.0}",True,110,"{'Ru': 20.0, 'Sn': 80.0}",top,['Ru'],-0.13546557,0.9787313332464082,6097.940435,0.13453443,0.1031037999999998,0.741970787628986,0.2706317350407295,0.3708894038314134,295
295,CoPt3_111_T_0.167,mp-922,True,Co,Pt,Co-Pt,CoPt3,Cubic,Pm3m,"{'Co': 25.0, 'Pt': 75.0}",True,111,"{'Co': 25.0, 'Pt': 75.0}",3-fold,"['Pt', 'Pt', 'Co']",-0.35906491,1.4534916932848247,23038.809965,0.08906491,0.4062339333333333,0.566074553529471,0.1452875931427628,0.3702595823332648,296
296,Sn6Pt4_111_T_0.054,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,111,"{'Pt': 28.57142857142857, 'Sn': 71.42857142857143}",bridge,"['Pt', 'Pt']",-0.13424118,0.7986411243259854,12301.25723,0.13575882,0.0949411999999997,0.8086932695664713,0.2044578149035442,0.3677150320241404,297
297,Ta3Pt_100_T_0.250,mp-1187219,True,Pt,Ta,Pt-Ta,Ta3Pt,Cubic,Pm3m,"{'Pt': 25.0, 'Ta': 75.0}",False,100,"{'Pt': 50.0, 'Ta': 50.0}",top,['Pt'],-0.32905461,2.352939883712662,7939.7825,0.05905461,0.6063025999999999,0.2328336960765068,0.2457431126670302,0.3604676360120376,298
298,Sn6Pt4_211_B_0.068,mp-30846,True,Pt,Sn,Pt-Sn,Sn6Pt4,Hexagonal,P63mmc,"{'Pt': 40.0, 'Sn': 60.0}",True,211,"{'Pt': 31.818181818181817, 'Sn': 68.18181818181817}",bridge,"['Pt', 'Pt']",-0.12811078,0.7502717688216917,12301.25723,0.14188922,0.0540718666666665,0.8266138631862449,0.2044578149035442,0.3601419479186658,299
299,SbPt7_221_T_0.025,mp-1030,True,Pt,Sb,Pt-Sb,SbPt7,Cubic,Fm3m,"{'Pt': 87.5, 'Sb': 12.5}",True,221,"{'Pt': 87.5, 'Sb': 12.5}",3-fold,"['Pt', 'Pt', 'Pt']",-0.38008509,1.1871198701437111,26872.44019125,0.11008509,0.2660994,0.6647639229556646,0.1307730885851196,0.35164774669431,300
300,Sb2Pt2_221_T_0.031,mp-2845,False,Pt,Sb,Pt-Sb,Sb2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sb': 50.0}",True,221,"{'Pt': 38.46153846153847, 'Sb': 61.53846153846154}",top,['Pt'],-0.11240567,0.6614876089598022,15368.220765,0.15759433,0.0,0.8595079307662172,0.1834669669115996,0.3460163859027956,301
301,Mo3Pt_110_T_0.125,mp-1186016,True,Mo,Pt,Mo-Pt,Mo3Pt,Cubic,Pm3m,"{'Mo': 75.0, 'Pt': 25.0}",False,110,"{'Mo': 75.0, 'Pt': 25.0}",top,['Pt'],-0.32223138,2.631289950595649,7723.25081,0.0522313799999999,0.6517908,0.129706449896763,0.248350511450081,0.3423332663589594,302
302,NbRu_100_B_0.250,mp-11516,True,Nb,Ru,Nb-Ru,NbRu,Cubic,Pm3m,"{'Nb': 50.0, 'Ru': 50.0}",True,100,"{'Nb': 50.0, 'Ru': 50.0}",top,['Ru'],-0.34538455,2.145835445975428,10167.69,0.07538455,0.4974363333333333,0.3095648087168485,0.2224203749121668,0.3419333043466967,303
303,CoPt3_221_T_0.050,mp-922,True,Co,Pt,Co-Pt,CoPt3,Cubic,Pm3m,"{'Co': 25.0, 'Pt': 75.0}",True,221,"{'Co': 25.0, 'Pt': 75.0}",3-fold,"['Pt', 'Co', 'Pt']",-0.3625702,1.6516458948840582,23038.809965,0.0925701999999999,0.3828653333333334,0.4926594566383134,0.1452875931427628,0.3383209623591828,304
304,Ta2Pt6_110_B_0.002,mp-30850,True,Pt,Ta,Pt-Ta,Ta2Pt6,Orthorhombic,Pmmn,"{'Pt': 75.0, 'Ta': 25.0}",True,110,"{'Pt': 83.33333333333334, 'Ta': 16.666666666666664}",bridge,"['Pt', 'Pt']",-0.33424847,2.179145393589512,23118.0475,0.06424847,0.5716768666666666,0.2972236470771205,0.144963828554386,0.3360248712439411,305
305,Ni3Pt_100_T_0.250,mp-1100766,True,Ni,Pt,Ni-Pt,Ni3Pt,Tetragonal,I4mmm,"{'Ni': 75.0, 'Pt': 25.0}",False,100,"{'Ni': 66.66666666666666, 'Pt': 33.33333333333333}",bridge,"['Pt', 'Ni']",-0.36931035,1.8526776829256129,7688.6037275,0.0993103499999999,0.337931,0.4181782289976147,0.2487744927442664,0.3340993731022634,306
306,SbPt7_111_B_0.083,mp-1030,True,Pt,Sb,Pt-Sb,SbPt7,Cubic,Fm3m,"{'Pt': 87.5, 'Sb': 12.5}",True,111,{'Pt': 100.0},3-fold,"['Pt', 'Pt', 'Pt']",-0.39838467,1.0129116781829457,26872.44019125,0.1283846699999999,0.1441022,0.7293071483266801,0.1307730885851196,0.3326879350667451,307
307,Ta2Pt6_210_T_0.000,mp-30850,True,Pt,Ta,Pt-Ta,Ta2Pt6,Orthorhombic,Pmmn,"{'Pt': 75.0, 'Ta': 25.0}",True,210,"{'Pt': 80.0, 'Ta': 20.0}",bridge,"['Pt', 'Pt']",-0.34875783,1.968447770880666,23118.0475,0.0787578299999999,0.4749478000000001,0.3752860159851052,0.144963828554386,0.329864860983576,308
308,Sn4Ru2_111_T_0.071,mp-510219,True,Ru,Sn,Ru-Sn,Sn4Ru2,Tetragonal,I4mcm,"{'Ru': 33.33333333333333, 'Sn': 66.66666666666666}",True,111,"{'Ru': 22.22222222222222, 'Sn': 77.77777777777779}",top,['Ru'],-0.12354695,1.075862250126983,6772.084699999998,0.14645305,0.0236463333333331,0.7059842901620458,0.2607438065115541,0.3294309999674034,309
309,Sn14Ru6_110_T_0.143,mp-22344,True,Ru,Sn,Ru-Sn,Sn14Ru6,Cubic,Im3m,"{'Ru': 30.0, 'Sn': 70.0}",True,110,"{'Ru': 25.0, 'Sn': 75.0}",top,['Ru'],-0.11077339,1.0453663103869826,6097.940435,0.15922661,0.0,0.7172828765797445,0.2706317350407295,0.3287181391851638,310
310,Sn2Mo6_110_T_0.062,mp-30788,False,Mo,Sn,Mo-Sn,Sn2Mo6,Cubic,Pm3n,"{'Mo': 75.0, 'Sn': 25.0}",True,110,"{'Mo': 66.66666666666666, 'Sn': 33.33333333333333}",3-fold,"['Mo', 'Mo', 'Mo']",-0.10641572,2.289443157487141,54.1163225,0.16358428,0.0,0.2563589015503026,0.7161510476654304,0.3280897937178462,311
311,Nb2Pt6_110_T_0.125,mp-1078699,True,Nb,Pt,Nb-Pt,Nb2Pt6,Orthorhombic,Pmmn,"{'Nb': 25.0, 'Pt': 75.0}",True,110,"{'Nb': 33.33333333333333, 'Pt': 66.66666666666666}",top,['Pt'],-0.35116474,1.9986158948892767,23050.487500000003,0.0811647399999999,0.4589017333333336,0.3641088835839662,0.1452398088354971,0.320975038586778,312
312,TaIr3_110_T_0.125,mp-265,True,Ir,Ta,Ir-Ta,TaIr3,Cubic,Pm3m,"{'Ir': 75.0, 'Ta': 25.0}",True,110,"{'Ir': 75.0, 'Ta': 25.0}",top,['Ir'],-0.27636881,2.981379770127845,102568.165,0.00636881,0.9575412666666666,0.0,0.0044673611294343,0.3175075207840077,313
313,Nb2Pt6_110_B_0.001,mp-1078699,True,Nb,Pt,Nb-Pt,Nb2Pt6,Orthorhombic,Pmmn,"{'Nb': 25.0, 'Pt': 75.0}",True,110,"{'Nb': 16.666666666666664, 'Pt': 83.33333333333334}",bridge,"['Pt', 'Pt']",-0.35113592,2.042497479717813,23050.487500000003,0.0811359199999999,0.4590938666666668,0.3478509855635136,0.1452398088354971,0.3156733362400286,314
314,Fe3Pt_110_B_0.125,mp-11798,True,Fe,Pt,Fe-Pt,Fe3Pt,Tetragonal,P4mmm,"{'Fe': 75.0, 'Pt': 25.0}",False,110,"{'Fe': 75.0, 'Pt': 25.0}",bridge,"['Fe', 'Fe']",-0.34356771,2.486728237788535,7676.8700375,0.07356771,0.5095485999999999,0.1832658095612671,0.2489185127867903,0.3132610495027269,315
315,Sn2Ir_210_T_0.042,mp-2083,True,Ir,Sn,Ir-Sn,Sn2Ir,Cubic,Fm3m,"{'Ir': 33.33333333333333, 'Sn': 66.66666666666666}",True,210,"{'Ir': 20.0, 'Sn': 80.0}",top,['Ir'],-0.1401535,1.0136915948828826,45567.31803333332,0.1298465,0.1343566666666664,0.7290181932622364,0.0809751063239834,0.3124452399266923,316
316,FePt3_100_B_0.250,mp-649,False,Fe,Pt,Fe-Pt,FePt3,Cubic,Pm3m,"{'Fe': 25.0, 'Pt': 75.0}",True,100,"{'Fe': 25.0, 'Pt': 75.0}",bridge,"['Pt', 'Pt']",-0.36084181,1.9011005620865653,23030.4100125,0.0908418099999999,0.3943879333333335,0.4002378051425603,0.1453219806085813,0.3116359671039626,317
317,Sb4Ru2_111_B_0.131,mp-20928,True,Ru,Sb,Ru-Sb,Sb4Ru2,Orthorhombic,Pnnm,"{'Ru': 33.33333333333333, 'Sb': 66.66666666666666}",True,111,"{'Ru': 25.0, 'Sb': 75.0}",top,['Ru'],-0.11719895,1.1656839623886563,6771.164353333331,0.15280105,0.0,0.6727058148362622,0.2607566228148127,0.3106501706530029,318
318,Sn14Ir6_211_T_0.031,mp-22040,True,Ir,Sn,Ir-Sn,Sn14Ir6,Cubic,Im3m,"{'Ir': 30.0, 'Sn': 70.0}",True,211,"{'Ir': 21.428571428571427, 'Sn': 78.57142857142857}",top,['Ir'],-0.10270811,0.7011248488268959,41013.650435,0.16729189,0.0,0.8448225403891504,0.0909033860718245,0.3096985895928399,319
319,Sn2Pt2_111_B_0.062,mp-19856,False,Pt,Sn,Pt-Sn,Sn2Pt2,Hexagonal,P63mmc,"{'Pt': 50.0, 'Sn': 50.0}",True,111,"{'Pt': 33.33333333333333, 'Sn': 66.66666666666666}",bridge,"['Pt', 'Pt']",-0.1204486,1.000737249316762,15368.911025,0.1495514,0.0029906666666665,0.7338177106442689,0.1834627316175931,0.3055240932625904,320
320,Ta3Pt_111_T_0.042,mp-1187204,True,Pt,Ta,Pt-Ta,Ta3Pt,Cubic,Fm3m,"{'Pt': 25.0, 'Ta': 75.0}",False,111,"{'Pt': 33.33333333333333, 'Ta': 66.66666666666666}",top,['Pt'],-0.34697202,2.498027100812773,7939.7825,0.0769720199999999,0.4868532000000001,0.1790796398157372,0.2457431126670302,0.3033104954459836,321
321,Co2Pt2_210_B_0.083,mp-949,True,Co,Pt,Co-Pt,Co2Pt2,Tetragonal,P4mmm,"{'Co': 50.0, 'Pt': 50.0}",True,210,"{'Co': 50.0, 'Pt': 50.0}",bridge,"['Pt', 'Co']",-0.35346223,2.2140701838383743,15370.43993,0.0834622299999999,0.4435851333333335,0.2842841946742426,0.1834533512468459,0.3025710176664277,322
322,MoPt2_110_T_0.250,mp-952,True,Mo,Pt,Mo-Pt,MoPt2,Orthorhombic,Immm,"{'Mo': 33.33333333333333, 'Pt': 66.66666666666666}",True,110,"{'Mo': 33.33333333333333, 'Pt': 66.66666666666666}",bridge,"['Pt', 'Pt']",-0.37196734,1.8061976613517865,20492.10036,0.1019673399999999,0.3202177333333336,0.4353988342626345,0.1563337724701683,0.3025069499465267,323
323,Ni3Pt_110_T_0.125,mp-1100766,True,Ni,Pt,Ni-Pt,Ni3Pt,Tetragonal,I4mmm,"{'Ni': 75.0, 'Pt': 25.0}",False,110,"{'Ni': 66.66666666666666, 'Pt': 33.33333333333333}",3-fold,"['Ni', 'Ni', 'Ni']",-0.38095698,1.910228574554892,7688.6037275,0.1109569799999999,0.2602868,0.3968559241913745,0.2487744927442664,0.3014404265162042,324
324,TiPt3_110_T_0.125,mp-12107,True,Pt,Ti,Pt-Ti,TiPt3,Cubic,Pm3m,"{'Pt': 75.0, 'Ti': 25.0}",True,110,"{'Pt': 75.0, 'Ti': 25.0}",bridge,"['Pt', 'Ti']",-0.17746719,1.9892042648443984,23032.092930000003,0.09253281,0.3831145999999998,0.3675958433661561,0.1453150901283753,0.2971415769544791,325
325,Ti2Pt6_110_T_0.125,mp-972220,True,Pt,Ti,Pt-Ti,Ti2Pt6,Hexagonal,P63mmc,"{'Pt': 75.0, 'Ti': 25.0}",False,110,"{'Pt': 75.0, 'Ti': 25.0}",top,['Pt'],-0.36266554,2.0169047254976635,23032.092930000003,0.0926655399999999,0.3822297333333333,0.3573329673515351,0.1453150901283753,0.2934628218696542,326
326,FePt_111_T_0.083,mp-2260,True,Fe,Pt,Fe-Pt,FePt,Tetragonal,P4mmm,"{'Fe': 50.0, 'Pt': 50.0}",True,111,"{'Fe': 66.66666666666666, 'Pt': 33.33333333333333}",bridge,"['Pt', 'Fe']",-0.35247603,2.308324326174044,15353.640025,0.0824760299999999,0.4501598000000001,0.2493635271530905,0.1835564758233939,0.2932518997404739,327
327,SbPt7_110_T_0.062,mp-1030,True,Pt,Sb,Pt-Sb,SbPt7,Cubic,Fm3m,"{'Pt': 87.5, 'Sb': 12.5}",True,110,"{'Pt': 87.5, 'Sb': 12.5}",top,['Pt'],-0.39921677,1.3483806403498566,26872.44019125,0.1292167699999999,0.1385548666666667,0.605017649730678,0.1307730885851196,0.2898417805300644,328
328,Ni3Pt_110_T_0.125,mp-12798,True,Ni,Pt,Ni-Pt,Ni3Pt,Cubic,Pm3m,"{'Ni': 75.0, 'Pt': 25.0}",True,110,"{'Ni': 75.0, 'Pt': 25.0}",bridge,"['Pt', 'Ni']",-0.38265782,1.9777192353496904,7688.6037275,0.1126578199999999,0.2489478666666669,0.3718509868167962,0.2487744927442664,0.2894469491825934,329
329,NbIr3_110_T_0.125,mp-1339,True,Ir,Nb,Ir-Nb,NbIr3,Cubic,Pm3m,"{'Ir': 75.0, 'Nb': 25.0}",True,110,"{'Ir': 75.0, 'Nb': 25.0}",top,['Ir'],-0.29656967,2.870033606628823,102500.605,0.0265696699999999,0.8228688666666667,0.0412531721041791,0.0045294944159121,0.2867003008957892,330
330,Ni3Pt_211_T_0.042,mp-1100766,True,Ni,Pt,Ni-Pt,Ni3Pt,Tetragonal,I4mmm,"{'Ni': 75.0, 'Pt': 25.0}",False,211,"{'Ni': 66.66666666666666, 'Pt': 33.33333333333333}",bridge,"['Pt', 'Ni']",-0.38425766,1.983241481292814,7688.6037275,0.1142576599999999,0.2382822666666667,0.3698050235331552,0.2487744927442664,0.2852521332989918,331
331,TaRu_100_T_0.250,mp-12110,True,Ru,Ta,Ru-Ta,TaRu,Cubic,Pm3m,"{'Ru': 50.0, 'Ta': 50.0}",True,100,"{'Ru': 50.0, 'Ta': 50.0}",top,['Ru'],-0.35850971,2.377702033853564,10302.81,0.0885097099999999,0.4099352666666669,0.2236594487622638,0.2211754828747354,0.2842859202689572,332
332,Ti4Ru_221_B_0.011,mp-1217110,False,Ru,Ti,Ru-Ti,Ti4Ru,Orthorhombic,Fmmm,"{'Ru': 20.0, 'Ti': 80.0}",False,221,"{'Ru': 27.27272727272727, 'Ti': 72.72727272727273}",bridge,"['Ru', 'Ru']",-0.19003341,2.797101654280871,4056.4593760000007,0.07996659,0.4668893999999999,0.0682740795836747,0.3090715768748206,0.2816882844000516,333
333,TiPt3_111_T_0.167,mp-12107,True,Pt,Ti,Pt-Ti,TiPt3,Cubic,Pm3m,"{'Pt': 75.0, 'Ti': 25.0}",True,111,"{'Pt': 75.0, 'Ti': 25.0}",bridge,"['Pt', 'Pt']",-0.39687499,1.5553047921741578,23032.092930000003,0.1268749899999999,0.1541667333333335,0.5283533320795882,0.1453150901283753,0.2746387522299118,334
